Date,Station,Watershed,E.coli,Nitrite,Ammonia,Total Phosphorus,Total Soluble Phosphorus,Ortho-Phosphorus,BOD5,TSS,Chlorophyll a,Phaeophytin a,Hardness,Alkalinity,Turbidity,Dissolved Oxygen,Cadmium,Chromium,Copper,Iron,Lead,Mercury,Zinc,Arsenic,Selenium,Phytoplankton,Zooplankton,Temperature,pH,Seechi Depth,sum
7/28/2015,ANA21,Anacostia,579,,,,,,,,,,,,,,,,,,,,,,,,,,,,579
8/4/2015,ANA21,Anacostia,37,0.037,0.187,,,,,,10.345481,,126,76,8.318172,5.570634,,,,,,,,,,,,29.0019,7.227329,0.6,300.287516
8/11/2015,ANA21,Anacostia,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,980
8/18/2015,ANA21,Anacostia,18,0.044,0.082,,,,3.1,,29.3,,128,74,7.6,7.854593,,,,,,,,,,,,28.397217,7.318051,0.6,304.295861
8/25/2015,ANA21,Anacostia,2420,,,,,,,,,,,,,,,,,,,,,,,,,,,,2420
9/1/2015,ANA21,Anacostia,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
9/8/2015,ANA21,Anacostia,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,50
9/15/2015,ANA21,Anacostia,,0.046,0.282,,,,1.2,,9.186164,,144,83,8.839914,5.339176,,,,,,,,,,,,25.159273,7.397497,0.6,285.050024
9/21/2015,ANA21,Anacostia,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,64
9/23/2015,ANA21,Anacostia,,,,,,,,,7.3,,,,8.4,6.1,,,,,,,,,,,,21.9,7.2,0.6,51.5
9/28/2015,ANA21,Anacostia,39,0.029,0.285,,,0.007,,,7.127878,,156,86,,6.826618,,,,,,,,,,,,21.700403,7.78254,0.6,325.358439
10/6/2015,ANA21,Anacostia,137,,0.164,,,0.027,1,9,2.655914,,94,60,16.8,6.788076,,,,,,,,,,,,16.731363,7.016692,0.5,351.683045
10/26/2015,ANA21,Anacostia,,0.027,0.241,,,0.008,,22,4.399911,,104,90,13.948133,6.696689,,,,,,,,,,,,15.260394,7.404241,0.6,264.585368
11/16/2015,ANA21,Anacostia,77,0.02,0.211,,,,,,2.385914,,112,82,6.239324,7.51841,,,,,,,,,,,,12.504041,7.020206,0.9,307.798895
